id;customerId;orderDate;orderStatus
130;2;2017-04-06T19:33:31.225Z;6
131;2;2017-06-06T05:37:25.197Z;8
132;2;2017-10-10T08:21:33.929Z;9
133;2;2017-03-14T03:34:38.527Z;6
134;2;2017-11-16T15:28:47.663Z;4
135;2;2017-03-03T00:54:35.174Z;6
136;2;2017-06-02T23:19:41.434Z;5
137;2;2017-05-29T01:54:42.200Z;2
138;4;2017-09-29T02:32:51.667Z;5
139;4;2017-02-14T19:15:51.119Z;1
140;4;2017-06-23T13:20:09.827Z;9
141;4;2017-12-14T07:27:03.717Z;1
142;5;2017-12-28T05:02:36.788Z;7
143;5;2017-12-05T05:19:56.562Z;9
144;5;2017-02-27T13:03:42.267Z;8
145;5;2017-02-10T16:26:39.869Z;4
146;5;2017-06-03T07:09:47.224Z;9
147;5;2017-12-23T12:54:31.932Z;8
148;5;2017-07-27T20:05:48.162Z;9
149;5;2017-12-28T23:30:47.417Z;9
150;5;2018-01-31T23:46:08.857Z;1
151;5;2017-02-21T06:12:27.324Z;8
152;5;2017-02-21T08:21:23.757Z;4
153;5;2017-02-12T06:54:48.974Z;8
154;5;2017-07-04T22:59:58.199Z;4
155;5;2017-08-11T06:42:01.697Z;2
156;5;2017-10-26T16:07:48.907Z;8
157;5;2017-05-05T05:47:25.526Z;3
158;5;2017-03-01T12:58:29.428Z;0
159;5;2018-01-25T09:44:01.902Z;1
160;5;2018-01-25T06:22:42.187Z;1
161;5;2017-02-09T13:30:57.185Z;9
162;5;2017-10-08T09:39:03.440Z;0
163;5;2017-12-06T17:32:24.647Z;5
164;5;2017-08-22T12:52:12.943Z;2
165;5;2017-12-22T02:27:39.460Z;3
166;5;2017-07-05T11:12:55.211Z;5
167;5;2017-09-14T20:17:28.924Z;1
168;5;2017-06-11T23:53:47.854Z;7
169;5;2017-03-23T00:14:46.170Z;5
170;5;2017-04-26T00:52:41.217Z;3
171;5;2017-07-30T19:19:57.721Z;1
172;5;2017-09-13T04:53:30.026Z;9
173;5;2017-02-23T03:51:44.046Z;6
174;5;2017-05-28T11:23:55.186Z;2
175;5;2017-12-19T23:55:47.608Z;4
176;5;2018-01-31T01:52:00.470Z;8
177;5;2017-02-26T04:41:32.254Z;5
178;5;2017-09-02T16:03:17.456Z;1
179;5;2018-01-07T07:06:54.846Z;5
180;5;2017-08-03T13:17:20.233Z;9
181;5;2017-05-02T01:39:19.149Z;1
182;5;2017-02-15T18:31:57.508Z;9
183;5;2017-04-25T21:18:47.248Z;1
184;5;2017-11-23T02:40:03.081Z;0
185;5;2017-04-02T10:45:22.603Z;6
186;5;2017-04-04T17:34:03.240Z;8
187;5;2018-01-20T18:35:05.942Z;2
188;5;2017-05-04T20:43:50.275Z;3
189;5;2017-07-20T09:40:29.472Z;8
190;5;2017-05-16T05:26:56.865Z;5
191;5;2017-07-26T15:32:07.126Z;9
192;5;2018-01-15T19:26:01.386Z;0
193;5;2018-01-14T18:14:09.124Z;6
194;5;2017-09-09T17:07:40.655Z;5
195;5;2017-08-02T13:02:10.105Z;9
196;5;2017-04-12T19:20:09.829Z;3
197;5;2017-02-15T09:42:49.313Z;4
198;5;2018-02-02T11:48:56.153Z;9
199;5;2017-05-10T22:05:44.538Z;0
200;5;2017-12-29T13:20:21.597Z;3
201;5;2017-05-04T12:11:22.240Z;9
202;5;2017-05-14T15:36:55.976Z;8
203;5;2017-11-18T06:29:47.588Z;9
204;5;2017-02-15T04:39:30.937Z;2
205;5;2017-07-13T12:27:26.126Z;6
206;5;2017-04-29T17:17:39.486Z;3
207;5;2017-11-13T16:26:14.355Z;4
208;5;2017-04-06T03:18:28.275Z;6
209;5;2017-05-28T04:28:37.655Z;0
210;5;2018-01-13T14:54:43.870Z;0
211;5;2017-09-25T10:25:41.373Z;3
212;5;2017-07-16T03:13:22.161Z;3
213;5;2017-06-26T11:43:05.091Z;1
214;5;2017-10-04T06:10:49.084Z;6
215;5;2017-05-17T18:22:07.987Z;8
216;5;2017-05-24T07:35:38.729Z;6
217;5;2017-10-03T18:45:00.322Z;5
218;5;2017-04-16T10:58:22.378Z;6
219;5;2017-07-20T15:27:48.318Z;7
220;5;2017-12-23T18:18:03.517Z;0
221;5;2017-10-01T21:49:13.438Z;7
222;5;2017-06-04T21:01:42.191Z;8
223;5;2017-04-04T20:15:57.767Z;7
224;5;2017-07-05T19:19:14.453Z;0
225;5;2017-06-25T22:38:28.827Z;4
226;5;2017-08-28T18:33:10.482Z;9
227;5;2017-08-22T15:58:30.242Z;4
228;5;2017-02-15T21:42:20.969Z;9
229;5;2018-01-12T16:39:41.845Z;3
230;5;2017-06-30T03:26:11.578Z;0
231;5;2017-07-16T03:16:00.398Z;6
232;5;2017-11-14T03:22:31.193Z;0
233;5;2017-05-04T06:55:33.218Z;9
234;5;2017-10-07T16:55:20.279Z;7
235;5;2017-02-15T16:16:55.859Z;1
236;5;2018-01-19T09:26:50.304Z;9
237;5;2017-10-06T20:24:06.253Z;5
238;5;2018-01-20T01:11:00.663Z;3
239;5;2017-11-02T00:22:11.152Z;1
240;5;2017-11-14T14:40:15.207Z;7
241;5;2017-04-26T18:10:55.021Z;3
242;6;2017-02-25T22:00:34.007Z;1
243;6;2017-12-31T22:45:46.055Z;7
244;6;2018-01-24T06:18:09.894Z;0
245;6;2017-12-10T10:40:20.432Z;8
246;6;2017-09-03T15:20:54.637Z;4
247;6;2017-03-06T14:15:44.817Z;4
248;6;2017-11-02T11:28:04.053Z;3
249;6;2017-07-19T12:12:58.777Z;0
250;6;2017-06-14T10:38:49.799Z;2
251;6;2017-08-30T22:21:04.315Z;7
252;6;2017-02-10T16:13:24.815Z;7
253;6;2017-09-20T05:25:02.605Z;9
254;6;2017-11-07T02:50:09.192Z;4
255;6;2017-10-26T12:26:20.553Z;4
256;6;2017-11-10T10:39:15.347Z;5
257;6;2017-08-08T19:09:57.285Z;5
258;6;2017-10-08T21:18:25.524Z;6
259;6;2017-07-27T20:11:15.393Z;7
260;6;2018-01-26T07:33:43.679Z;7
261;6;2017-10-01T19:18:04.637Z;0
262;6;2017-04-26T07:41:52.571Z;1
263;6;2018-01-09T03:54:13.537Z;7
264;6;2017-12-24T22:17:11.720Z;2
265;6;2017-12-24T00:58:27.076Z;0
266;6;2017-11-18T03:50:27.537Z;7
267;6;2017-12-02T22:32:05.191Z;2
268;6;2018-02-03T07:06:21.774Z;4
269;6;2017-09-12T14:41:27.806Z;4
270;6;2017-08-04T14:28:12.183Z;3
271;6;2017-03-18T03:14:19.269Z;4
272;6;2017-10-12T09:25:12.578Z;1
273;6;2017-12-08T19:03:17.539Z;9
274;6;2017-09-16T06:22:07.078Z;0
275;6;2017-12-23T22:04:55.274Z;3
276;6;2017-07-03T20:16:01.871Z;1
277;6;2017-12-21T08:19:26.913Z;2
278;6;2017-09-03T10:09:47.888Z;4
279;6;2018-01-22T06:08:26.710Z;1
280;6;2017-09-17T16:33:53.426Z;1
281;6;2017-06-09T18:21:24.245Z;6
282;6;2018-01-08T22:38:33.492Z;2
283;6;2017-05-31T11:18:06.723Z;2
284;6;2017-07-11T01:58:01.149Z;9
285;6;2017-08-22T23:05:01.718Z;7
286;6;2017-04-17T08:56:25.080Z;1
287;6;2017-10-18T06:58:56.473Z;8
288;6;2017-07-22T14:33:03.510Z;7
289;6;2017-03-24T21:23:01.306Z;8
290;6;2017-11-26T02:32:02.140Z;7
291;6;2017-02-13T03:21:21.352Z;5
292;6;2017-09-13T01:19:11.202Z;9
293;6;2017-07-13T09:15:41.854Z;2
294;6;2017-06-17T08:48:30.209Z;8
295;6;2017-12-24T20:05:51.056Z;0
296;6;2017-04-11T11:12:47.515Z;6
297;6;2017-12-30T02:00:18.313Z;7
298;6;2017-03-04T19:03:18.451Z;6
299;6;2017-10-09T06:35:33.627Z;6
300;6;2017-08-09T12:06:35.764Z;7
301;6;2017-07-01T01:27:18.743Z;7
302;6;2017-07-30T00:41:01.603Z;2
303;6;2017-07-31T14:57:01.962Z;2
304;6;2017-06-06T23:57:33.596Z;4
305;6;2017-11-15T23:22:19.412Z;7
306;6;2017-06-19T15:41:36.963Z;5
307;6;2017-10-14T03:22:10.410Z;4
308;6;2017-05-14T16:48:02.911Z;3
309;6;2018-01-06T13:03:20.358Z;7
310;6;2017-05-13T06:48:06.687Z;4
311;6;2017-07-11T20:06:34.070Z;5
312;6;2017-03-28T00:00:09.085Z;4
313;6;2017-08-28T03:45:46.024Z;0
314;6;2017-03-06T01:20:26.973Z;7
315;6;2017-06-07T07:39:33.301Z;6
316;6;2017-10-29T10:21:16.722Z;5
317;6;2018-01-26T09:28:19.666Z;1
318;6;2017-02-12T02:55:19.676Z;2
319;6;2017-02-07T14:23:04.312Z;8
320;6;2017-08-10T16:21:38.085Z;9
321;6;2017-12-25T15:10:55.216Z;7
322;6;2017-07-16T21:17:56.614Z;7
323;6;2018-01-31T19:40:38.130Z;5
324;6;2017-09-15T20:22:21.572Z;2
325;7;2017-07-03T15:47:45.567Z;4
326;7;2017-09-20T10:19:44.898Z;8
327;7;2017-03-24T17:34:22.104Z;1
328;7;2018-01-12T16:54:02.620Z;3
329;7;2017-04-13T21:50:26.442Z;1
330;7;2017-12-17T11:05:10.429Z;5
331;7;2018-02-05T07:34:00.321Z;0
332;7;2017-10-15T01:26:05.125Z;4
333;7;2017-07-30T23:25:39.018Z;1
334;7;2017-03-24T06:51:53.490Z;8
335;7;2017-10-21T21:22:41.942Z;6
336;7;2017-03-31T22:40:04.355Z;1
337;7;2017-05-08T13:34:24.853Z;0
338;7;2017-11-29T16:37:45.191Z;2
339;7;2017-04-17T01:28:16.654Z;3
340;7;2017-11-05T20:11:19.220Z;1
341;8;2017-07-22T03:16:39.159Z;9
342;8;2017-07-07T04:03:09.287Z;4
343;8;2018-01-29T10:53:02.968Z;1
344;8;2017-06-26T20:17:20.780Z;5
345;8;2017-12-09T00:45:30.107Z;5
346;8;2017-09-22T05:12:18.860Z;6
347;8;2017-04-16T09:44:04.384Z;3
348;8;2017-11-16T09:35:05.326Z;1
349;8;2017-03-09T22:12:42.027Z;2
350;8;2017-06-13T12:22:25.792Z;0
351;8;2017-07-06T09:38:49.132Z;6
352;8;2017-09-07T14:06:05.847Z;6
353;8;2017-08-13T16:24:58.255Z;6
354;8;2017-04-25T04:40:07.899Z;6
355;8;2017-09-16T05:42:51.655Z;4
356;8;2017-12-23T20:23:49.641Z;6
357;8;2018-01-14T16:22:18.812Z;9
358;8;2017-05-24T03:52:06.933Z;4
359;8;2017-12-24T15:40:34.417Z;0
360;8;2017-09-02T06:34:58.898Z;5
361;8;2017-09-02T11:42:46.520Z;5
362;8;2017-04-11T05:09:46.893Z;9
363;8;2018-01-25T12:17:36.278Z;8
364;8;2017-06-16T10:42:17.354Z;8
365;8;2017-03-17T10:27:48.084Z;2
366;8;2017-11-19T14:02:03.185Z;1
367;8;2017-08-29T15:00:48.335Z;1
368;8;2017-12-17T05:24:58.842Z;6
369;8;2017-06-17T14:53:15.483Z;1
370;8;2017-10-19T13:51:30.202Z;2
371;8;2017-09-25T02:30:15.995Z;7
372;8;2017-07-26T07:43:21.914Z;7
373;8;2017-03-02T09:06:50.199Z;9
374;8;2017-06-13T04:58:23.125Z;4
375;8;2017-12-27T08:41:37.647Z;6
376;8;2017-02-09T13:05:09.202Z;1
377;8;2017-06-17T08:12:53.198Z;4
378;8;2017-05-09T03:53:14.937Z;4
379;8;2017-08-17T16:58:44.160Z;0
380;8;2017-09-28T10:06:16.759Z;3
381;8;2017-12-12T17:30:46.010Z;8
382;8;2017-03-03T20:17:38.480Z;6
383;8;2017-06-26T03:06:58.065Z;6
384;8;2018-01-02T05:53:40.219Z;5
385;8;2017-04-30T17:35:46.023Z;2
386;8;2017-10-16T23:09:49.287Z;7
387;8;2017-11-30T12:11:39.930Z;6
388;8;2017-05-10T12:32:22.521Z;5
389;8;2017-11-11T18:06:13.595Z;8
390;8;2018-01-08T02:28:04.570Z;9
391;8;2017-08-02T12:32:24.905Z;0
392;8;2017-08-21T11:26:48.326Z;9
393;8;2017-09-21T15:41:38.684Z;3
394;8;2017-03-17T00:31:15.627Z;8
395;8;2017-11-07T02:18:37.208Z;5
396;8;2017-06-09T03:01:15.340Z;7
397;8;2017-03-27T09:11:14.781Z;5
398;8;2017-12-12T19:59:41.457Z;0
399;8;2018-01-11T17:45:54.125Z;5
400;8;2017-05-22T07:13:52.142Z;1
401;8;2017-09-03T18:53:40.062Z;0
402;8;2017-11-12T00:46:56.799Z;4
403;8;2018-02-06T08:38:11.361Z;1
404;8;2017-06-08T05:09:35.649Z;0
405;8;2017-05-03T05:12:05.074Z;8
406;8;2017-07-25T20:03:56.593Z;3
407;8;2017-10-31T06:21:32.931Z;3
408;8;2017-02-17T00:00:59.721Z;4
409;8;2017-05-14T00:58:41.624Z;7
410;8;2017-04-24T09:16:51.621Z;6
411;8;2017-11-11T05:44:22.269Z;0
412;8;2017-12-02T10:54:14.122Z;9
413;8;2018-02-04T23:44:51.498Z;3
414;8;2018-01-16T09:33:47.396Z;3
415;8;2017-03-07T11:57:13.368Z;1
416;8;2017-08-03T11:39:23.569Z;4
417;8;2017-11-13T08:59:57.056Z;8
418;8;2017-06-12T05:25:24.275Z;3
419;8;2017-09-15T01:51:26.363Z;9
420;8;2017-05-16T19:43:24.560Z;1
421;8;2017-08-27T14:15:39.503Z;7
422;8;2017-07-22T02:02:15.295Z;6
423;9;2018-01-14T23:23:42.409Z;8
424;9;2017-08-06T13:19:14.512Z;5
425;9;2018-01-11T11:40:15.860Z;4
426;9;2017-12-02T01:27:59.184Z;8
427;9;2017-06-17T18:49:33.588Z;2
428;9;2017-11-07T10:38:03.897Z;6
429;9;2017-12-22T11:36:33.110Z;6
430;9;2017-06-17T05:54:12.722Z;0
431;9;2018-01-18T21:21:35.742Z;9
432;9;2017-04-30T15:23:40.634Z;2
433;9;2017-03-02T23:01:11.652Z;8
434;9;2017-03-10T06:01:07.062Z;8
435;9;2017-12-19T12:14:50.456Z;0
436;9;2017-07-30T22:49:47.748Z;1
437;9;2017-09-21T19:57:10.674Z;6
438;9;2017-09-28T03:39:12.784Z;3
439;9;2017-03-17T21:01:29.548Z;3
440;9;2018-01-22T03:42:47.333Z;2
441;9;2017-10-08T00:33:50.748Z;3
442;9;2017-11-03T05:26:08.635Z;2
443;9;2017-03-12T21:32:56.956Z;4
444;9;2017-12-31T12:34:12.177Z;7
445;9;2017-05-11T15:58:13.731Z;0
446;9;2017-11-01T16:46:56.480Z;0
447;9;2018-01-27T11:18:20.613Z;8
448;9;2017-10-24T23:43:02.950Z;7
449;9;2017-03-20T13:52:20.608Z;1
450;9;2017-05-31T04:21:31.541Z;1
451;9;2017-03-01T20:45:05.755Z;2
452;9;2017-11-08T23:48:37.410Z;8
453;9;2017-09-16T00:32:14.153Z;4
454;9;2017-11-23T11:30:21.636Z;0
455;9;2017-05-07T13:26:41.071Z;5
456;9;2017-07-17T07:34:38.529Z;8
457;9;2018-01-02T05:35:14.115Z;1
458;9;2017-10-15T08:03:42.130Z;9
459;9;2017-05-23T21:05:05.527Z;8
460;9;2017-05-23T03:43:54.584Z;5
461;9;2017-07-01T21:37:17.183Z;6
462;9;2017-12-28T03:49:45.233Z;4
463;9;2017-09-12T10:10:40.852Z;8
464;9;2017-11-22T03:56:02.442Z;3
465;9;2017-05-28T20:50:54.919Z;6
466;9;2017-04-28T23:23:44.481Z;8
467;9;2017-10-22T13:09:02.350Z;3
468;9;2017-05-25T13:27:20.292Z;2
469;9;2017-03-09T07:29:30.964Z;2
470;9;2017-09-19T11:49:57.971Z;9
471;9;2017-11-29T01:05:13.297Z;5
472;9;2017-04-17T13:44:27.796Z;5
473;9;2017-09-06T20:29:43.546Z;7
474;9;2017-09-03T00:29:01.683Z;5
475;9;2017-10-19T00:07:25.856Z;9
476;9;2017-05-31T22:37:58.199Z;0
477;9;2017-06-02T09:39:41.618Z;8
478;9;2017-04-25T01:44:05.936Z;1
479;9;2017-09-15T04:18:27.915Z;2
480;9;2017-03-21T05:54:12.502Z;5
481;9;2017-06-24T05:42:13.226Z;5
482;9;2017-06-25T16:10:31.559Z;9
483;9;2017-04-09T00:15:14.193Z;9
484;9;2017-09-03T14:05:38.733Z;0
485;9;2018-01-15T02:52:08.296Z;2
486;9;2017-10-18T21:46:43.624Z;8
487;9;2017-07-14T03:57:37.866Z;8
488;9;2017-09-29T14:39:20.779Z;8
489;9;2017-11-13T03:32:28.164Z;1
490;9;2017-11-28T23:22:02.974Z;7
491;9;2017-06-19T11:17:26.049Z;2
492;1;2017-08-20T11:51:04.934Z;6
493;1;2017-11-10T09:09:21.347Z;0
494;1;2017-02-27T14:21:37.268Z;6
495;1;2017-04-20T22:22:06.314Z;4
496;1;2017-12-09T11:12:14.969Z;4
497;1;2017-06-17T08:21:02.435Z;9
498;1;2017-07-15T05:53:02.170Z;7
499;1;2017-03-19T02:01:47.008Z;1
500;1;2017-03-15T23:14:40.572Z;8
501;1;2017-09-12T19:03:56.631Z;3
502;1;2017-02-14T23:27:21.998Z;2
503;1;2017-05-31T14:34:40.906Z;1
504;1;2017-08-26T05:31:08.774Z;7
505;1;2017-07-06T04:49:04.021Z;1
506;1;2017-05-11T22:28:12.783Z;9
507;1;2017-04-19T23:04:57.696Z;5
508;1;2017-05-02T22:50:34.420Z;4
509;1;2017-08-03T02:02:08.786Z;1
510;1;2017-12-25T00:20:25.234Z;1
511;1;2017-07-19T14:18:59.601Z;8
512;1;2018-01-09T01:41:58.412Z;1
513;1;2017-06-22T06:47:36.833Z;5
514;1;2017-04-11T14:32:42.809Z;2
515;10;2017-11-12T06:47:24.701Z;9
516;10;2017-08-01T16:13:11.886Z;5
517;10;2017-02-13T16:27:59.434Z;0
518;10;2017-09-29T22:37:10.573Z;9
519;10;2017-04-10T20:27:14.715Z;1
520;10;2018-01-26T02:51:04.942Z;5
521;10;2017-09-12T19:59:01.701Z;4
522;10;2017-05-06T15:58:43.653Z;9
523;10;2017-08-13T05:28:54.778Z;9
524;10;2017-10-27T01:01:34.904Z;0
525;10;2017-06-10T03:23:06.491Z;3
526;10;2017-05-24T08:06:24.760Z;3
527;14;2017-05-22T17:20:50.547Z;9
528;14;2017-04-21T05:01:55.595Z;0
529;14;2017-12-22T19:19:08.597Z;5
530;14;2017-07-15T05:29:24.064Z;0
531;14;2017-08-06T05:00:17.147Z;5
532;14;2017-09-01T08:44:07.381Z;5
533;14;2017-11-16T13:24:40.708Z;8
534;14;2017-11-26T08:06:12.048Z;1
535;14;2018-01-05T23:23:53.111Z;6
536;14;2017-06-11T14:10:00.810Z;5
537;14;2017-11-17T18:44:03.382Z;4
538;14;2017-06-20T18:18:37.066Z;6
539;14;2017-11-30T22:56:33.895Z;6
540;14;2017-12-20T07:03:35.482Z;4
541;14;2017-05-03T07:56:59.588Z;0
542;14;2017-11-13T04:40:59.250Z;7
543;14;2017-11-25T03:08:35.728Z;8
544;14;2017-10-08T03:07:10.743Z;3
545;14;2017-10-09T03:46:38.053Z;2
546;14;2017-03-01T17:45:35.722Z;9
547;14;2018-01-17T20:37:26.910Z;1
548;14;2017-08-02T02:11:11.000Z;1
549;14;2017-08-04T02:31:32.905Z;6
550;14;2017-02-23T02:57:49.607Z;4
551;14;2017-09-21T22:17:12.805Z;5
552;14;2017-03-19T05:34:28.556Z;1
553;14;2017-11-04T19:45:38.773Z;7
554;14;2017-11-03T09:40:01.997Z;1
555;14;2017-06-29T17:13:36.368Z;8
556;14;2017-02-18T12:51:54.834Z;2
557;14;2017-09-22T22:42:52.417Z;9
558;14;2017-03-02T18:42:21.438Z;4
559;14;2017-04-30T16:38:04.931Z;0
560;14;2017-02-08T18:40:23.130Z;1
561;14;2017-08-25T02:21:36.152Z;7
562;14;2017-05-10T14:10:01.786Z;3
563;14;2017-11-16T20:57:45.392Z;3
564;14;2017-11-24T06:42:12.563Z;4
565;14;2017-05-30T08:42:25.697Z;4
566;14;2017-09-07T14:25:36.100Z;7
567;14;2017-12-10T12:24:29.507Z;3
568;14;2017-07-04T10:38:46.411Z;6
569;11;2017-06-11T05:59:05.163Z;4
570;11;2017-06-10T09:56:17.774Z;3
571;11;2017-04-08T06:22:34.769Z;7
572;11;2017-10-04T20:06:36.442Z;6
573;11;2018-01-12T20:50:37.067Z;0
574;11;2017-03-28T02:57:38.861Z;6
575;11;2017-06-28T07:36:29.133Z;5
576;11;2017-02-24T22:59:06.112Z;1
577;11;2017-07-05T21:51:18.746Z;0
578;11;2017-06-24T16:04:40.455Z;6
579;11;2017-08-14T11:41:40.594Z;4
580;11;2017-11-07T14:49:23.496Z;6
581;11;2017-10-28T23:08:08.861Z;8
582;11;2017-05-12T13:20:55.433Z;2
583;11;2017-06-30T08:30:35.576Z;8
584;11;2017-12-03T07:03:49.573Z;3
585;11;2017-12-04T01:30:15.097Z;9
586;11;2017-05-21T01:09:17.827Z;8
587;11;2017-04-10T05:20:21.487Z;9
588;11;2017-07-17T03:01:08.768Z;1
589;11;2018-01-02T00:41:54.664Z;7
590;11;2018-01-05T12:17:40.987Z;0
591;11;2017-11-12T15:21:28.372Z;8
592;11;2017-12-29T20:41:48.815Z;8
593;11;2017-10-01T13:36:18.144Z;6
594;11;2017-11-10T14:41:32.117Z;8
595;11;2017-08-03T11:03:34.605Z;3
596;11;2017-04-03T18:28:34.354Z;6
597;11;2017-06-13T12:24:19.814Z;6
598;11;2017-03-21T17:42:31.474Z;2
599;11;2017-09-23T01:51:25.622Z;7
600;11;2017-03-04T04:27:18.661Z;7
601;11;2017-12-04T17:48:33.148Z;8
602;11;2017-03-13T00:23:55.306Z;1
603;11;2017-11-05T12:16:47.677Z;5
604;11;2017-06-28T18:16:22.548Z;1
605;11;2017-09-30T02:49:52.123Z;6
606;11;2017-06-19T00:48:46.255Z;7
607;11;2017-05-14T22:36:46.655Z;7
