Image;_id;color;price;priceDate;productName
http://dummyimage.com/146x110.jpg/cc0000/ffffff;53;Orange;75.21;2018-02-04T18:06:20.000Z;Rambutan
http://dummyimage.com/207x105.png/cc0000/ffffff;54;Indigo;54.86;2017-10-28T03:00:54.000Z;Appetizer - Seafood Assortment
http://dummyimage.com/221x226.jpg/5fa2dd/ffffff;55;Teal;92.77;2017-07-16T07:55:16.000Z;Bagel - Everything
http://dummyimage.com/184x184.bmp/ff4444/ffffff;56;Yellow;64.28;2017-11-15T14:01:46.000Z;Cookie - Dough Variety
http://dummyimage.com/200x170.bmp/cc0000/ffffff;57;Mauv;94.72;2017-12-13T10:26:52.000Z;Juice - V8 Splash
http://dummyimage.com/236x236.png/dddddd/000000;58;Crimson;51.36;2017-05-29T06:19:09.000Z;Basil - Primerba, Paste
http://dummyimage.com/162x237.jpg/dddddd/000000;59;Puce;29.75;2017-07-13T21:59:57.000Z;Water - Tonic
http://dummyimage.com/172x190.png/5fa2dd/ffffff;60;Orange;85.38;2017-05-24T06:56:49.000Z;Puree - Blackcurrant
http://dummyimage.com/127x148.png/ff4444/ffffff;61;Aquamarine;57.5;2018-01-19T07:53:48.000Z;Honey - Lavender
http://dummyimage.com/131x193.jpg/ff4444/ffffff;62;Mauv;2.72;2018-01-04T18:50:52.000Z;Veal - Kidney
http://dummyimage.com/160x159.bmp/5fa2dd/ffffff;63;Purple;4.57;2017-12-18T08:35:47.000Z;Pastry - French Mini Assorted
http://dummyimage.com/217x218.bmp/dddddd/000000;64;Teal;50.19;2017-03-29T15:16:24.000Z;Duck - Fat
http://dummyimage.com/233x226.png/ff4444/ffffff;65;Violet;14.03;2017-12-01T00:03:07.000Z;Hog / Sausage Casing - Pork
http://dummyimage.com/158x132.png/5fa2dd/ffffff;66;Pink;84.59;2017-06-20T12:21:34.000Z;Red Snapper - Fresh, Whole
http://dummyimage.com/234x133.png/5fa2dd/ffffff;67;Indigo;80.38;2017-11-05T22:18:01.000Z;Chips - Miss Vickies
http://dummyimage.com/174x242.bmp/5fa2dd/ffffff;68;Mauv;87.25;2018-01-29T12:35:01.000Z;Sauce - Plum
http://dummyimage.com/137x169.jpg/cc0000/ffffff;69;Maroon;46.7;2017-03-18T01:13:18.000Z;Oil - Coconut
http://dummyimage.com/246x219.bmp/dddddd/000000;70;Green;5.34;2018-01-01T15:40:04.000Z;Potatoes - Fingerling 4 Oz
http://dummyimage.com/139x134.jpg/dddddd/000000;71;Fuscia;6.94;2017-05-10T06:40:40.000Z;Berry Brulee
http://dummyimage.com/194x116.bmp/ff4444/ffffff;72;Khaki;15.51;2017-02-11T10:06:11.000Z;Carbonated Water - Raspberry
http://dummyimage.com/247x114.bmp/dddddd/000000;73;Red;5.63;2017-11-12T03:57:16.000Z;Coconut Milk - Unsweetened
http://dummyimage.com/203x142.jpg/5fa2dd/ffffff;74;Aquamarine;65.12;2018-02-02T16:46:31.000Z;Ice Cream Bar - Oreo Sandwich
http://dummyimage.com/112x248.bmp/ff4444/ffffff;75;Pink;11.32;2017-05-07T17:40:26.000Z;Pasta - Penne, Lisce, Dry
http://dummyimage.com/204x243.png/dddddd/000000;76;Purple;75.87;2017-07-27T21:31:57.000Z;Nut - Hazelnut, Whole
http://dummyimage.com/208x217.png/ff4444/ffffff;77;Orange;23.97;2017-10-16T18:24:05.000Z;Steampan - Half Size Shallow
http://dummyimage.com/164x125.png/dddddd/000000;78;Pink;64.84;2017-12-23T01:03:01.000Z;Snapple Raspberry Tea
http://dummyimage.com/192x205.png/ff4444/ffffff;79;Goldenrod;27.9;2017-11-26T21:40:36.000Z;Wine - Remy Pannier Rose
http://dummyimage.com/203x218.bmp/5fa2dd/ffffff;80;Yellow;44.04;2017-09-20T12:00:12.000Z;Kippers - Smoked
http://dummyimage.com/207x177.png/5fa2dd/ffffff;81;Purple;16.88;2017-09-20T13:51:04.000Z;Lamb - Loin Chops
http://dummyimage.com/102x105.jpg/dddddd/000000;82;Puce;92.05;2017-07-08T08:25:10.000Z;Puree - Strawberry
http://dummyimage.com/108x197.png/5fa2dd/ffffff;83;Orange;60.76;2017-12-16T08:39:56.000Z;Beef Tenderloin Aaa
http://dummyimage.com/188x239.png/dddddd/000000;84;Aquamarine;8.71;2017-09-06T23:53:28.000Z;Tamarind Paste
http://dummyimage.com/220x135.jpg/5fa2dd/ffffff;85;Mauv;11.44;2018-01-07T14:05:28.000Z;Bread - Pumpernickle, Rounds
http://dummyimage.com/139x103.png/cc0000/ffffff;86;Teal;13.47;2017-07-11T16:26:41.000Z;Appetiser - Bought
http://dummyimage.com/205x211.jpg/ff4444/ffffff;87;Pink;70.91;2017-11-28T08:23:05.000Z;Glass Clear 8 Oz
http://dummyimage.com/247x122.jpg/cc0000/ffffff;88;Puce;98.03;2017-08-26T12:33:07.000Z;Celery
http://dummyimage.com/227x225.jpg/cc0000/ffffff;89;Violet;39.17;2017-07-04T05:25:46.000Z;Cardamon Ground
http://dummyimage.com/167x147.png/cc0000/ffffff;90;Mauv;74.9;2017-03-07T07:23:12.000Z;Beer - Guiness
http://dummyimage.com/166x169.bmp/ff4444/ffffff;91;Khaki;66.17;2018-01-09T11:30:25.000Z;Barramundi
http://dummyimage.com/200x207.png/ff4444/ffffff;92;Mauv;17.38;2018-01-05T21:41:59.000Z;Wine - Placido Pinot Grigo
http://dummyimage.com/152x166.png/ff4444/ffffff;93;Goldenrod;54.78;2017-06-08T20:32:14.000Z;Juice - Grapefruit, 341 Ml
http://dummyimage.com/207x202.bmp/ff4444/ffffff;94;Purple;53.23;2017-03-23T18:11:11.000Z;Lettuce - Iceberg
http://dummyimage.com/142x113.jpg/cc0000/ffffff;95;Turquoise;92.12;2017-03-10T00:53:54.000Z;Beef Flat Iron Steak
http://dummyimage.com/171x148.bmp/5fa2dd/ffffff;96;Maroon;70.46;2017-12-16T05:59:26.000Z;Lentils - Green Le Puy
http://dummyimage.com/101x206.png/dddddd/000000;97;Orange;71.9;2017-07-04T16:07:51.000Z;Soup - French Onion, Dry
http://dummyimage.com/190x156.bmp/ff4444/ffffff;98;Puce;57.62;2018-01-09T04:41:00.000Z;Cheese - Goat With Herbs
http://dummyimage.com/218x184.png/cc0000/ffffff;99;Purple;79.38;2017-09-09T16:18:13.000Z;Wine - White, Pinot Grigio
http://dummyimage.com/164x175.bmp/5fa2dd/ffffff;100;Blue;19.45;2018-01-09T16:52:00.000Z;Island Oasis - Peach Daiquiri
http://dummyimage.com/151x168.png/5fa2dd/ffffff;101;Crimson;2.64;2017-04-01T20:14:40.000Z;Flower - Daisies
http://dummyimage.com/135x248.bmp/dddddd/000000;102;Turquoise;85.89;2017-03-10T14:14:02.000Z;Wine - Sherry Dry Sack, William
http://dummyimage.com/122x184.jpg/5fa2dd/ffffff;103;Blue;88.46;2017-06-28T21:26:24.000Z;Glycerine
http://dummyimage.com/237x190.bmp/cc0000/ffffff;104;Mauv;33.41;2017-03-09T00:23:06.000Z;Frangelico
http://dummyimage.com/126x248.bmp/5fa2dd/ffffff;105;Aquamarine;63.3;2017-12-25T21:00:31.000Z;Arizona - Plum Green Tea
http://dummyimage.com/148x246.png/5fa2dd/ffffff;106;Crimson;54.91;2017-07-24T21:57:05.000Z;Wine - Champagne Brut Veuve
http://dummyimage.com/169x132.bmp/ff4444/ffffff;107;Red;55.77;2017-07-24T17:04:51.000Z;Pork - Bones
http://dummyimage.com/162x107.bmp/dddddd/000000;108;Maroon;29.83;2017-08-16T23:48:07.000Z;Table Cloth 62x120 Colour
http://dummyimage.com/137x204.png/cc0000/ffffff;109;Crimson;36.82;2018-01-01T15:06:30.000Z;V8 - Berry Blend
http://dummyimage.com/177x202.png/dddddd/000000;110;Red;53.19;2017-04-29T17:44:06.000Z;Wine - Prem Select Charddonany
http://dummyimage.com/176x119.png/ff4444/ffffff;111;Orange;66.73;2017-04-13T06:34:25.000Z;Sausage - Blood Pudding
http://dummyimage.com/233x147.jpg/dddddd/000000;112;Teal;30.77;2017-03-20T20:59:30.000Z;Ecolab - Hand Soap Form Antibac
http://dummyimage.com/204x166.png/cc0000/ffffff;113;Puce;93.53;2017-04-16T15:18:40.000Z;Banana Turning
http://dummyimage.com/154x215.png/5fa2dd/ffffff;114;Fuscia;76.18;2017-02-18T19:08:15.000Z;Juice - Ocean Spray Cranberry
http://dummyimage.com/111x136.png/5fa2dd/ffffff;115;Puce;4.93;2017-07-06T10:15:48.000Z;Juice - Orange
http://dummyimage.com/164x136.png/5fa2dd/ffffff;116;Indigo;9.29;2017-12-24T18:41:48.000Z;Milk Powder
http://dummyimage.com/188x150.bmp/dddddd/000000;117;Crimson;35.68;2017-08-20T03:02:45.000Z;Soup Campbells - Tomato Bisque
http://dummyimage.com/107x159.bmp/ff4444/ffffff;118;Indigo;60.03;2017-12-28T22:02:30.000Z;Soup - Knorr, Chicken Noodle
http://dummyimage.com/122x141.jpg/dddddd/000000;119;Purple;43.59;2017-09-18T23:37:10.000Z;Tuna - Sushi Grade
http://dummyimage.com/214x139.bmp/5fa2dd/ffffff;120;Violet;16.62;2018-01-26T20:50:28.000Z;Beer - True North Lager
http://dummyimage.com/165x192.png/ff4444/ffffff;121;Khaki;61.66;2017-12-27T08:53:38.000Z;Pork - Bones
http://dummyimage.com/116x134.bmp/cc0000/ffffff;122;Aquamarine;68.08;2017-06-02T05:41:53.000Z;Nutmeg - Ground
http://dummyimage.com/207x229.bmp/dddddd/000000;123;Orange;62.21;2017-04-11T12:09:56.000Z;Vinegar - Champagne
http://dummyimage.com/134x110.jpg/cc0000/ffffff;124;Khaki;29.8;2017-04-28T12:22:39.000Z;Bread Crumbs - Panko
http://dummyimage.com/244x236.jpg/cc0000/ffffff;125;Fuscia;65.07;2017-08-27T07:48:04.000Z;Yams
http://dummyimage.com/172x177.png/ff4444/ffffff;126;Indigo;76.01;2017-03-04T04:20:30.000Z;Cookie Double Choco
http://dummyimage.com/126x177.jpg/5fa2dd/ffffff;127;Crimson;46.79;2017-03-20T20:05:30.000Z;Tomato Puree
http://dummyimage.com/192x192.png/dddddd/000000;128;Mauv;66.63;2017-04-21T01:17:52.000Z;Pasta - Tortellini, Fresh
http://dummyimage.com/172x206.bmp/5fa2dd/ffffff;129;Purple;49.53;2018-01-25T04:18:31.000Z;V8 - Vegetable Cocktail
http://dummyimage.com/116x112.png/dddddd/000000;130;Yellow;80.2;2017-09-25T08:41:33.000Z;Lemon Balm - Fresh
http://dummyimage.com/163x124.jpg/cc0000/ffffff;131;Fuscia;33.76;2017-09-24T20:51:37.000Z;Sauce - Bernaise, Mix
http://dummyimage.com/186x120.bmp/dddddd/000000;132;Indigo;65.29;2017-10-14T16:57:29.000Z;Chef Hat 25cm
http://dummyimage.com/121x234.png/ff4444/ffffff;133;Mauv;22.84;2017-05-15T19:10:26.000Z;Table Cloth 53x69 White
http://dummyimage.com/189x118.png/ff4444/ffffff;134;Fuscia;56.32;2017-04-10T05:33:34.000Z;Ice Cream - Chocolate
http://dummyimage.com/154x132.png/cc0000/ffffff;135;Yellow;90.89;2017-07-14T07:20:09.000Z;Horseradish Root
http://dummyimage.com/152x166.bmp/dddddd/000000;136;Blue;43.64;2017-06-14T19:34:10.000Z;Sauce - Fish 25 Ozf Bottle
http://dummyimage.com/209x148.bmp/5fa2dd/ffffff;137;Green;93.17;2017-09-14T22:49:45.000Z;General Purpose Trigger
http://dummyimage.com/238x237.jpg/dddddd/000000;138;Green;37.62;2017-10-24T16:23:39.000Z;Shrimp - Baby, Cold Water
http://dummyimage.com/105x179.jpg/5fa2dd/ffffff;139;Red;83.42;2018-01-17T09:17:40.000Z;Dried Cranberries
http://dummyimage.com/148x182.bmp/dddddd/000000;140;Red;10.56;2017-10-31T11:45:16.000Z;Dry Ice
http://dummyimage.com/113x219.png/cc0000/ffffff;141;Khaki;17.96;2017-09-01T16:39:50.000Z;Wine - Casillero Del Diablo
http://dummyimage.com/153x242.png/cc0000/ffffff;142;Khaki;92.46;2017-12-24T09:25:22.000Z;Langers - Cranberry Cocktail
http://dummyimage.com/109x216.png/dddddd/000000;143;Red;86.78;2017-05-01T11:26:25.000Z;Scallops - Live In Shell
http://dummyimage.com/162x143.png/cc0000/ffffff;144;Puce;88.99;2017-02-12T03:14:34.000Z;Lemons
http://dummyimage.com/174x127.jpg/cc0000/ffffff;145;Puce;83.71;2017-06-16T17:23:03.000Z;Glycerine
http://dummyimage.com/196x186.bmp/cc0000/ffffff;146;Yellow;1.74;2018-01-16T23:33:33.000Z;Kellogs All Bran Bars
http://dummyimage.com/159x163.jpg/cc0000/ffffff;147;Maroon;91.39;2017-07-12T17:17:25.000Z;Cabbage - Red
http://dummyimage.com/220x147.jpg/ff4444/ffffff;148;Blue;7.79;2017-03-29T09:02:44.000Z;Cups 10oz Trans
http://dummyimage.com/174x154.jpg/5fa2dd/ffffff;149;Orange;81.18;2017-07-04T17:36:52.000Z;Bok Choy - Baby
http://dummyimage.com/189x198.png/5fa2dd/ffffff;150;Blue;69.69;2017-06-24T22:33:05.000Z;Extract - Almond
http://dummyimage.com/239x218.png/dddddd/000000;151;Yellow;85.29;2017-08-24T09:25:12.000Z;Apple - Granny Smith
http://dummyimage.com/233x155.jpg/5fa2dd/ffffff;152;Aquamarine;69.67;2017-03-10T05:42:56.000Z;Shiro Miso
http://dummyimage.com/240x218.bmp/5fa2dd/ffffff;153;Orange;20.93;2017-10-23T23:46:33.000Z;Drambuie
http://dummyimage.com/156x127.png/ff4444/ffffff;154;Fuscia;44.9;2017-10-18T02:26:45.000Z;Crackers - Melba Toast
http://dummyimage.com/125x101.jpg/5fa2dd/ffffff;155;Aquamarine;10.28;2017-12-31T18:43:50.000Z;Pork - Back Ribs
http://dummyimage.com/210x228.jpg/dddddd/000000;156;Maroon;84.5;2017-09-23T09:35:28.000Z;Mix - Cocktail Ice Cream
http://dummyimage.com/106x205.png/cc0000/ffffff;157;Mauv;27.84;2017-10-18T07:11:04.000Z;Lamb - Ground
http://dummyimage.com/186x166.jpg/ff4444/ffffff;158;Purple;75.49;2017-04-08T01:25:50.000Z;Creamers - 10%
http://dummyimage.com/172x117.jpg/dddddd/000000;159;Purple;41.11;2017-09-21T10:38:17.000Z;Spinach - Frozen
http://dummyimage.com/124x155.bmp/ff4444/ffffff;160;Indigo;64.77;2017-07-13T09:49:04.000Z;Bowl 12 Oz - Showcase 92012
http://dummyimage.com/117x182.bmp/cc0000/ffffff;161;Goldenrod;91.52;2017-06-15T08:50:20.000Z;Hand Towel
http://dummyimage.com/208x163.jpg/5fa2dd/ffffff;162;Mauv;51.01;2017-02-16T03:36:41.000Z;Basil - Pesto Sauce
http://dummyimage.com/245x105.png/ff4444/ffffff;163;Green;6.67;2017-09-23T11:06:19.000Z;Wine - Two Oceans Sauvignon
http://dummyimage.com/232x116.bmp/cc0000/ffffff;164;Crimson;31.22;2018-01-04T08:56:57.000Z;Bread - Raisin Walnut Oval
http://dummyimage.com/158x190.bmp/5fa2dd/ffffff;165;Fuscia;11.74;2017-05-07T02:26:10.000Z;Burger Veggie
http://dummyimage.com/167x177.jpg/ff4444/ffffff;166;Goldenrod;36.25;2017-11-12T14:32:02.000Z;Cookies - Assorted
http://dummyimage.com/187x217.jpg/cc0000/ffffff;167;Mauv;2.53;2018-01-28T23:34:27.000Z;Bread - Pain Au Liat X12
http://dummyimage.com/218x247.png/ff4444/ffffff;168;Green;18.11;2018-01-18T15:12:10.000Z;Soup - Campbells Beef Strogonoff
http://dummyimage.com/108x245.jpg/ff4444/ffffff;169;Violet;19.96;2017-02-13T00:55:53.000Z;Venison - Striploin
http://dummyimage.com/190x145.jpg/cc0000/ffffff;170;Blue;53.48;2017-07-29T01:18:17.000Z;Plate Foam Laminated 9in Blk
http://dummyimage.com/124x129.bmp/5fa2dd/ffffff;171;Khaki;72.32;2017-08-08T06:57:59.000Z;Vinegar - Balsamic, White
http://dummyimage.com/220x125.jpg/dddddd/000000;172;Indigo;66.71;2017-12-10T17:53:32.000Z;Cod - Black Whole Fillet
http://dummyimage.com/143x188.jpg/cc0000/ffffff;173;Mauv;92.11;2017-02-25T22:55:12.000Z;Cloves - Whole
http://dummyimage.com/118x232.png/ff4444/ffffff;174;Pink;92.8;2017-02-07T23:28:30.000Z;Pasta - Gnocchi, Potato
http://dummyimage.com/186x211.bmp/cc0000/ffffff;175;Yellow;6.79;2017-05-13T19:29:51.000Z;Yukon Jack
http://dummyimage.com/211x131.jpg/dddddd/000000;176;Goldenrod;59.02;2017-10-16T20:40:10.000Z;Drambuie
http://dummyimage.com/163x177.jpg/dddddd/000000;177;Mauv;74.41;2017-07-13T21:13:24.000Z;Corn - Cream, Canned
http://dummyimage.com/123x190.bmp/5fa2dd/ffffff;178;Puce;48.28;2017-06-14T16:00:43.000Z;Cheese - Marble
http://dummyimage.com/158x224.png/ff4444/ffffff;179;Indigo;84.16;2017-12-10T23:37:27.000Z;Tuna - Bluefin
http://dummyimage.com/183x101.bmp/cc0000/ffffff;180;Crimson;16.76;2018-01-03T10:12:14.000Z;Spoon - Soup, Plastic
http://dummyimage.com/189x245.bmp/ff4444/ffffff;181;Red;85.74;2017-05-25T15:36:03.000Z;Lentils - Green Le Puy
http://dummyimage.com/201x198.bmp/ff4444/ffffff;182;Violet;56.93;2017-06-14T00:08:55.000Z;Momiji Oroshi Chili Sauce
http://dummyimage.com/246x211.jpg/cc0000/ffffff;183;Crimson;48.12;2017-06-05T02:19:56.000Z;Oil - Macadamia
http://dummyimage.com/117x151.png/ff4444/ffffff;184;Violet;6.71;2018-01-25T03:38:19.000Z;Wiberg Super Cure
http://dummyimage.com/118x129.png/ff4444/ffffff;185;Red;12.17;2017-12-12T01:14:15.000Z;Lemon Grass
http://dummyimage.com/147x131.bmp/cc0000/ffffff;186;Teal;22.15;2017-09-21T19:10:19.000Z;Wine - White, Mosel Gold
http://dummyimage.com/185x222.jpg/cc0000/ffffff;187;Yellow;2.74;2017-08-01T04:20:58.000Z;Butter Balls Salted
http://dummyimage.com/105x115.bmp/cc0000/ffffff;188;Crimson;60.32;2017-09-10T09:57:20.000Z;Pork - Loin, Center Cut
http://dummyimage.com/201x183.png/5fa2dd/ffffff;189;Turquoise;50.48;2017-06-12T12:32:10.000Z;Oxtail - Cut
http://dummyimage.com/227x144.bmp/dddddd/000000;190;Orange;12.77;2017-03-12T18:33:22.000Z;Versatainer Nc - 9388
http://dummyimage.com/212x249.jpg/5fa2dd/ffffff;191;Goldenrod;28.93;2017-03-16T02:54:29.000Z;Beef - Chuck, Boneless
http://dummyimage.com/165x116.jpg/cc0000/ffffff;192;Maroon;71.6;2017-06-17T23:32:38.000Z;Beans - Butter Lrg Lima
http://dummyimage.com/174x172.bmp/5fa2dd/ffffff;193;Goldenrod;9.18;2017-12-09T16:44:53.000Z;Beer - Fruli
http://dummyimage.com/234x137.png/cc0000/ffffff;194;Orange;47.83;2017-09-23T19:01:33.000Z;Syrup - Monin - Blue Curacao
http://dummyimage.com/167x134.png/5fa2dd/ffffff;195;Goldenrod;26.57;2017-04-29T15:58:08.000Z;Beans - Kidney White
http://dummyimage.com/109x117.bmp/5fa2dd/ffffff;196;Khaki;18.27;2017-05-17T10:57:56.000Z;Soup - Campbells, Chix Gumbo
http://dummyimage.com/105x233.jpg/dddddd/000000;197;Fuscia;82.7;2017-04-02T20:25:57.000Z;Bread Base - Toscano
http://dummyimage.com/133x211.bmp/cc0000/ffffff;198;Purple;94.62;2017-04-05T01:15:15.000Z;Oven Mitt - 13 Inch
http://dummyimage.com/113x125.png/ff4444/ffffff;199;Puce;98.39;2017-07-07T14:16:56.000Z;Kahlua
http://dummyimage.com/194x139.bmp/cc0000/ffffff;200;Khaki;43.85;2017-07-09T10:54:10.000Z;Cakes Assorted
http://dummyimage.com/190x182.bmp/ff4444/ffffff;201;Teal;59.28;2017-12-29T20:50:47.000Z;Cabbage - Red
http://dummyimage.com/200x106.bmp/cc0000/ffffff;202;Purple;34.52;2017-06-15T23:57:25.000Z;Arrowroot
http://dummyimage.com/159x229.jpg/dddddd/000000;203;Pink;97.6;2017-07-12T10:07:24.000Z;Soup - Chicken And Wild Rice
http://dummyimage.com/206x140.jpg/5fa2dd/ffffff;204;Orange;11.5;2017-11-02T03:06:40.000Z;Sauce - Demi Glace
http://dummyimage.com/181x183.jpg/5fa2dd/ffffff;205;Violet;13.39;2017-12-02T09:47:42.000Z;Beer - Fruli
http://dummyimage.com/103x164.bmp/dddddd/000000;206;Green;9.06;2017-03-18T10:37:20.000Z;Bagelers - Cinn / Brown
http://dummyimage.com/216x229.jpg/cc0000/ffffff;207;Purple;92.82;2017-06-04T01:35:12.000Z;Assorted Desserts
